occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,dishwasher_power,clothes_washer,clothes_washer_power,clothes_dryer,clothes_dryer_exhaust,baths,showers,sinks,fixtures,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,sleep,vacancy
0.333,0.153,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0752,0.0142,0.0894,0.245,0.487,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0,0
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.00568,0.00568,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.333,0.0495,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0.0215,0.0208,0.0404,0.0404,0,0,0,0,0.258,0.465,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0.333,0
0.667,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0.0176,0,0.0253,0.0253,0,0,0.00568,0.00568,0.258,0.495,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0.333,0
0.667,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0.0151,0,0,0,0,0,0.00284,0.00284,0.267,0.491,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0.333,0
0.667,0.143,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0.0202,0,0,0,0,0,0,0,0.27,0.499,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0.333,0
0.667,0.239,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0.0239,0,0,0,0,0.0321,0.0227,0.0548,0.325,0.549,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
0.667,0.252,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0.0149,0,0,0,0,0,0.00568,0.00568,0.411,0.582,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
0.667,0.289,0.58,0.58,0,0,1,1,1,0,0,0.0115,0,0,0,0,0,0,0,0.472,0.591,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54,0,0
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0.497,0.566,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484,0,0
1,0.668,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0.653,0.579,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405,0,0
1,0.296,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0,0,0.00852,0.00852,0.383,0.495,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341,0.667,0
1,0.0495,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00568,0.00568,0.258,0.465,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23,1,0
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23,1,0
0.667,0.0495,0.304,0.304,0,0.0898,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373,0.667,0
0.667,0.0768,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.0283,0,0.0283,0.282,0.446,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532,0.333,0
0.667,0.136,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.304,0.462,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452,0.333,0
0.333,0.0495,0.432,0.432,0,0.0417,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19,0.333,0
0.333,0.162,0.313,0.313,0,0.0481,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00284,0.00284,0.276,0.487,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19,0,0
0.333,0.156,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.242,0.487,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151,0,0
0.333,0.153,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0352,0.00284,0.038,0.245,0.487,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0,0
0.667,0.245,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0296,0,0.0296,0.239,0.517,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.667,0.237,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.017,0.017,0.233,0.525,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0,0
0.333,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.495,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0,0
0.667,0.235,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.276,0.517,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0,0
0.667,0.236,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00568,0.00568,0.282,0.533,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0,0
0.667,0.239,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0.00284,0.00284,0.325,0.549,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
0.667,0.252,0.488,0.488,0,0,0.96,0.96,0.96,0.00818,0.0223,0,0,0,0,0,0,0.0142,0.0142,0.411,0.582,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
0.333,0.169,0.58,0.58,0,0,1,1,1,0.0124,0.0693,0,0,0,0,0,0,0.017,0.017,0.365,0.528,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54,0,0
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0.017,0.0916,0,0,0,0,0,0,0.0114,0.0114,0.497,0.566,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484,0,0
0.667,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0.00231,0,0,0,0,0,0,0,0.00568,0.00568,0.521,0.541,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405,0,0
0.667,0.296,0.635,0.635,0,0.0898,0.92,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0.383,0.495,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341,0.333,0
1,0.397,0.543,0.543,0,0.0931,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0.00568,0.00568,0.448,0.484,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19,0.333,0
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.325,0.458,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19,0.667,0
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23,1,0
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.0844,0,0.0844,0.258,0.465,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23,1,0
1,0.05,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.0357,0,0.0357,0.273,0.442,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373,0.667,0
1,0.104,0.331,0.331,0,0.0417,0.72,0.72,0.72,0,0,0,0,0,0,0,0.174,0,0.174,0.307,0.426,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532,0.333,0
1,0.222,0.396,0.396,0,0.00321,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.35,0.459,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452,0.333,0
0.667,0.163,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.316,0.483,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19,0.333,0
0.667,0.162,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00852,0.00852,0.276,0.487,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19,0.333,0
0.333,0.156,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00852,0.00852,0.242,0.487,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151,0,0
0.333,0.153,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.0199,0.0199,0.245,0.487,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0,0
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.00284,0.00284,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.245,0.495,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0,0
0.667,0.235,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.0114,0.0114,0.258,0.525,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0,0
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.00852,0.00852,0.267,0.491,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0,0
0.333,0.143,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.27,0.499,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0,0
0.333,0.144,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0.00568,0.00568,0.291,0.507,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
0.333,0.151,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0.334,0.524,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
1,0.408,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0,0,0.00852,0.00852,0.58,0.653,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54,0,0
1,0.518,0.616,0.616,0,0.0898,0.96,0.96,0.96,0.00324,0.0223,0,0,0,0,0.0374,0,0.0142,0.0516,0.616,0.616,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484,0,0
1,0.668,0.653,0.653,0,0.0481,0.94,0.94,0.94,0.0152,0.0693,0,0,0,0,0,0,0.00852,0.00852,0.653,0.579,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405,0,0
1,0.542,0.635,0.635,0,0,0.92,0.92,0.92,0.0191,0,0,0,0,0,0,0,0,0,0.509,0.525,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341,0.333,0
1,0.397,0.543,0.543,0,0,0.88,0.88,0.88,0.00253,0,0,0,0,0,0,0,0.0199,0.0199,0.448,0.484,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19,0.333,0
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.325,0.458,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19,0.667,0
1,0.0743,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.294,0.454,0.0957,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19,0.667,0
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0479,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23,1,0
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0261,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0174,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23,1,0
1,0.05,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.273,0.442,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373,0.667,0
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0305,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532,1,0
1,0.0495,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0522,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452,1,0
1,0.0495,0.432,0.432,0,0,0.8,0.8,0.8,0.00676,0.0559,0,0,0,0,0,0,0,0,0.258,0.465,0.0936,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19,1,0
1,0.162,0.313,0.313,0,0,0.82,0.82,0.82,0.01,0.067,0,0,0,0,0,0.0364,0,0.0364,0.276,0.487,0.155,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19,0.667,0
0.667,0.156,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.0437,0,0.0437,0.242,0.487,0.205,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151,0.333,0
0.667,0.256,0.221,0.221,0,0.0417,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.233,0.508,0.244,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0,0
1,0.343,0.23,0.23,0,0.00321,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.23,0.542,0.268,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.245,0.495,0.287,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0,0
0.333,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.258,0.495,0.339,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0,0
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.00568,0.00568,0.267,0.491,0.387,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0,0
0.333,0.143,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0.00568,0.00568,0.27,0.499,0.427,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0,0
0.333,0.144,0.359,0.359,0,0.183,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0.00284,0.00284,0.291,0.507,0.448,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
0.667,0.252,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0.00852,0.00852,0.411,0.582,0.464,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
0,0.0495,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0341,0.0341,0.258,0.465,0.546,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54,0,0
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0.0227,0.0227,0.497,0.566,0.718,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484,0,0
0.667,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0,0.0341,0.0114,0.0454,0.521,0.541,0.844,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405,0,0
0.333,0.296,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0,0.0456,0.00852,0.0541,0.383,0.495,0.779,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341,0,0
0.667,0.397,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0,0,0.448,0.484,0.492,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19,0,0
1,0.183,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.393,0.451,0.224,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19,0.333,0
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0957,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.465,0.0479,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23,1,0
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.465,0.0261,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19,1,0
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.465,0.0174,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23,1,0
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373,1,0
1,0.0768,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.282,0.446,0.0305,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532,0.667,0
1,0.0495,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0522,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452,1,0
1,0.0495,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0936,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19,1,0
0.667,0.0495,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.079,0,0.079,0.258,0.465,0.155,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19,0.667,0
0.667,0.263,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.0406,0.00852,0.0491,0.227,0.508,0.205,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151,0,0
0.667,0.256,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.086,0,0.086,0.233,0.508,0.244,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0,0
0.667,0.245,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0839,0,0.0839,0.239,0.517,0.268,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.245,0.495,0.287,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0,0
0.333,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.258,0.495,0.339,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0,0
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.0142,0.0142,0.267,0.491,0.387,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0,0
0.667,0.236,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.282,0.533,0.427,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0,0
0.333,0.144,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0.00568,0.00568,0.291,0.507,0.448,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
0.333,0.151,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0.0142,0.0142,0.334,0.524,0.464,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
0.667,0.289,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.472,0.591,0.546,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54,0,0
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0,0.0227,0.0227,0.497,0.566,0.718,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484,0,0
0.667,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0.00852,0.00852,0.521,0.541,0.844,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405,0,0
0.667,0.542,0.635,0.635,0,0.0417,0.92,0.92,0.92,0,0,0,0,0,0,0,0,0.00568,0.00568,0.509,0.525,0.779,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341,0,0
0.667,0.223,0.543,0.543,0,0.141,0.88,0.88,0.88,0,0,0,0,0,0,0,0.0246,0.017,0.0417,0.353,0.475,0.492,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19,0.333,0
0.667,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.325,0.458,0.224,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19,0.333,0
0.667,0.0743,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.0142,0.0142,0.294,0.454,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19,0.333,0
0.667,0.0578,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0.00568,0.00568,0.285,0.446,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23,0.333,0
0.667,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0.285,0.442,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19,0.333,0
0.667,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0.282,0.438,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23,0.333,0
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373,1,0
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.0359,0.0594,0.00284,0.0982,0.258,0.465,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532,1,0
1,0.222,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.107,0.0114,0.118,0.35,0.459,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452,0.333,0
1,0.277,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.0735,0,0.0735,0.374,0.5,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19,0.333,0
0.667,0.162,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.276,0.487,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19,0.333,0
0.333,0.0495,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151,0.333,0
0.333,0.0495,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.465,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119,0.333,0
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.00568,0.00568,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111,0,0
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0.00568,0.00568,0.245,0.495,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111,0,0
0.333,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.258,0.495,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111,0,0
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0.267,0.491,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19,0,0
0.333,0.143,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.27,0.499,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46,0,0
0.333,0.144,0.359,0.359,0,0.138,0.88,0.88,0.88,0,0,0,0,0,0,0,0.0859,0.00284,0.0888,0.291,0.507,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1,0,0
1,0.353,0.488,0.488,0,0.138,0.96,0.96,0.96,0,0,0,0,0,0,0,0.0191,0.00852,0.0276,0.488,0.641,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968,0,0
