Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
Level 2 charger	Not Available	Mobile Home	Not Available	1960-79	0	1	0	53.4034	4.99902e-17	0
Level 2 charger	Not Available	Mobile Home	Not Available	1980-99	0	1	0	53.4034	4.99902e-17	0
Level 2 charger	Not Available	Mobile Home	Not Available	2000-09	0	1	0	53.4034	4974.08	0
Level 2 charger	Not Available	Mobile Home	Not Available	2010s	0	1	0	53.4034	4.99902e-17	0
Level 2 charger	Not Available	Mobile Home	Not Available	<1940	0	1	0	53.4034	4.99902e-17	0
Level 2 charger	Not Available	Mobile Home	Owner	1940-59	0	0	1	33.0783	3.10094e-17	0
Level 2 charger	Not Available	Mobile Home	Owner	1960-79	0	0	1	33.0783	3.10094e-17	0
Level 2 charger	Not Available	Mobile Home	Owner	1980-99	0	0	1	33.0783	3.10094e-17	0
Level 2 charger	Not Available	Mobile Home	Owner	2000-09	0	0	1	33.0783	3085.47	0
Level 2 charger	Not Available	Mobile Home	Owner	2010s	0	0	1	33.0783	3.10094e-17	0
Level 2 charger	Not Available	Mobile Home	Owner	<1940	0	0	1	33.0783	3.10094e-17	0
Level 2 charger	Not Available	Mobile Home	Renter	1940-59	0	0	1	2.42233	2.25531e-18	0
Level 2 charger	Not Available	Mobile Home	Renter	1960-79	0	0	1	2.42233	2.25531e-18	0
Level 2 charger	Not Available	Mobile Home	Renter	1980-99	0	0	1	2.42233	2.25531e-18	0
Level 2 charger	Not Available	Mobile Home	Renter	2000-09	0	0	1	2.42233	224.406	0
Level 2 charger	Not Available	Mobile Home	Renter	2010s	0	0	1	2.42233	2.25531e-18	0
Level 2 charger	Not Available	Mobile Home	Renter	<1940	0	0	1	2.42233	2.25531e-18	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	1	0	0.890988	1900.16	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	1	0	0.890988	4.65826e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	1	0	0.890988	4.65826e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	1	0	0.890988	4.65826e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0	1	0	0.890988	4.65826e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0	1	0	0.890988	4910.44	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	1	0.0130083	27.9247	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	1	0.0130083	6.84577e-19	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	1	0.0130083	6.84577e-19	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	1	0.0130083	6.84577e-19	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	1	0.0130083	6.84577e-19	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	1	0.0130083	72.1638	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	1	0.688679	1467.38	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	1	0.688679	3.5973e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	1	0.688679	3.5973e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	1	0.688679	3.5973e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	1	0.688679	3.5973e-17	0
Level 2 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	1	0.688679	3792.05	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0	1	0	0.895305	4.68964e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0	1	0	0.895305	6381.4	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0	1	0	0.895305	4.68964e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	2000-09	0	1	0	0.895305	4.68964e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0	1	0	0.895305	4.68964e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0	1	0	0.895305	4.68964e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	1	0.0173753	9.143e-19	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	1	0.0173753	124.413	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	1	0.0173753	9.143e-19	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	2000-09	0	0	1	0.0173753	9.143e-19	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	1	0.0173753	9.143e-19	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	1	0.0173753	9.143e-19	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	1	0.663231	3.47146e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	1	0.663231	4723.76	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	1	0.663231	3.47146e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	2000-09	0	0	1	0.663231	3.47146e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	1	0.663231	3.47146e-17	0
Level 2 charger	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	1	0.663231	3.47146e-17	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	1940-59	0	1	0	54.813	5.12528e-17	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	1960-79	0	1	0	54.813	8438.42	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	1980-99	0	1	0	54.813	5.12528e-17	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	2000-09	0	1	0	54.813	2164	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	2010s	0	1	0	54.813	2575.89	0
Level 2 charger	Not Available	Single-Family Attached	Not Available	<1940	0	1	0	54.813	5.12528e-17	0
Level 2 charger	Not Available	Single-Family Attached	Owner	1940-59	0	0	1	21.6461	1.97474e-17	0
Level 2 charger	Not Available	Single-Family Attached	Owner	1960-79	0	0	1	21.6461	3251.28	0
Level 2 charger	Not Available	Single-Family Attached	Owner	1980-99	0	0	1	21.6461	1.97474e-17	0
Level 2 charger	Not Available	Single-Family Attached	Owner	2000-09	0	0	1	21.6461	833.779	0
Level 2 charger	Not Available	Single-Family Attached	Owner	2010s	0	0	1	21.6461	992.475	0
Level 2 charger	Not Available	Single-Family Attached	Owner	<1940	0	0	1	21.6461	1.97474e-17	0
Level 2 charger	Not Available	Single-Family Attached	Renter	1940-59	0	0	1	7.56303	7.37284e-18	0
Level 2 charger	Not Available	Single-Family Attached	Renter	1960-79	0	0	1	7.56303	1213.89	0
Level 2 charger	Not Available	Single-Family Attached	Renter	1980-99	0	0	1	7.56303	7.37284e-18	0
Level 2 charger	Not Available	Single-Family Attached	Renter	2000-09	0	0	1	7.56303	311.297	0
Level 2 charger	Not Available	Single-Family Attached	Renter	2010s	0	0	1	7.56303	370.548	0
Level 2 charger	Not Available	Single-Family Attached	Renter	<1940	0	0	1	7.56303	7.37284e-18	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	1940-59	0	1	0	8.34628	44685.5	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	1960-79	0	1	0	7.5514	51964.3	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	1980-99	0	1	0	9.93605	60201.1	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	2000-09	0	1	0	8.34628	55760.4	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	2010s	0	1	0	7.94884	47189.3	0
Level 2 charger	Not Available	Single-Family Detached	Not Available	<1940	0	1	0	3.97442	20658.8	0
Level 2 charger	Not Available	Single-Family Detached	Owner	1940-59	0	0	1	6.69882	35397.9	0
Level 2 charger	Not Available	Single-Family Detached	Owner	1960-79	0	0	1	6.06084	41163.9	0
Level 2 charger	Not Available	Single-Family Detached	Owner	1980-99	0	0	1	7.97479	47688.8	0
Level 2 charger	Not Available	Single-Family Detached	Owner	2000-09	0	0	1	6.69882	44171	0
Level 2 charger	Not Available	Single-Family Detached	Owner	2010s	0	0	1	6.37983	37381.4	0
Level 2 charger	Not Available	Single-Family Detached	Owner	<1940	0	0	1	3.18991	16365.1	0
Level 2 charger	Not Available	Single-Family Detached	Renter	1940-59	0	0	1	0.0901503	540.375	0
Level 2 charger	Not Available	Single-Family Detached	Renter	1960-79	0	0	1	0.0815645	628.396	0
Level 2 charger	Not Available	Single-Family Detached	Renter	1980-99	0	0	1	0.107322	728.003	0
Level 2 charger	Not Available	Single-Family Detached	Renter	2000-09	0	0	1	0.0901503	674.302	0
Level 2 charger	Not Available	Single-Family Detached	Renter	2010s	0	0	1	0.0858574	570.653	0
Level 2 charger	Not Available	Single-Family Detached	Renter	<1940	0	0	1	0.0429287	249.824	0
None	0-100%	Mobile Home	Not Available	1940-59	0	0	1	1.69125	10003.1	0
None	0-100%	Mobile Home	Not Available	1960-79	0	0	1	13.7482	88812.5	0
None	0-100%	Mobile Home	Not Available	1980-99	0	0	1	23.732	170012	0
None	0-100%	Mobile Home	Not Available	2000-09	0	0	1	8.67446	50941.9	0
None	0-100%	Mobile Home	Not Available	2010s	0	0	1	4.91007	33055.3	0
None	0-100%	Mobile Home	Not Available	<1940	0	0	1	0.545563	3559.5	0
None	0-100%	Mobile Home	Owner	1940-59	0.666951	0.333049	0	0.7977	4575.37	0.000150575
None	0-100%	Mobile Home	Owner	1960-79	0.540117	0.459883	0	6.48453	40622.6	0.00202692
None	0-100%	Mobile Home	Owner	1980-99	0.539472	0.460528	0	11.1935	77762.8	0.00296428
None	0-100%	Mobile Home	Owner	2000-09	0.613504	0.386496	0	4.09143	23300.7	0.000733053
None	0-100%	Mobile Home	Owner	2010s	0.454566	0.545434	0	2.3159	15119.4	0.00019303
None	0-100%	Mobile Home	Owner	<1940	0.681352	0.318648	0	0.257322	1628.1	4.66325e-05
None	0-100%	Mobile Home	Renter	1940-59	0.806969	0.193031	0	0.165651	1048.06	9.2607e-05
None	0-100%	Mobile Home	Renter	1960-79	0.710295	0.289705	0	1.34658	9305.27	0.00115461
None	0-100%	Mobile Home	Renter	1980-99	0.70976	0.29024	0	2.32446	17812.9	0.00212038
None	0-100%	Mobile Home	Renter	2000-09	0.768182	0.231818	0	0.849629	5337.4	0.000604866
None	0-100%	Mobile Home	Renter	2010s	0.635009	0.364991	0	0.480922	3463.35	0.000165768
None	0-100%	Mobile Home	Renter	<1940	0.816977	0.183023	0	0.0534358	372.944	3.75739e-05
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	13.7492	62100.3	0
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	12.6179	117185	0
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	10.8775	104713	0
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	3.9159	31620.5	0
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	2.69762	18930.7	0
None	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	10.4859	74142.9	0
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.459317	0.540683	0	0.0348876	184.252	0.000140927
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.488165	0.511835	0	0.0320171	347.69	0.000212591
None	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.506828	0.493172	0	0.027601	310.684	0.000166893
None	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.423009	0.576991	0	0.00993635	93.8182	4.42043e-05
None	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0.433889	0.566111	0	0.00684504	56.1676	1.80398e-05
None	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.436041	0.563959	0	0.0266073	219.983	0.000265963
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.781826	0.218174	0	12.3947	55519.3	0.00198741
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.800925	0.199075	0	11.3748	104767	0.00363757
None	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.812562	0.187438	0	9.8059	93616	0.00298531
None	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.755654	0.244346	0	3.53012	28269.6	0.000966048
None	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.763764	0.236236	0	2.43186	16924.6	0.000414269
None	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0.765341	0.234659	0	9.45289	66285.8	0.00292369
None	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	8.17074	39599.9	0
None	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	12.5446	119865	0
None	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	11.3906	115779	0
None	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	6.45842	58364.5	0
None	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	6.49565	51788	0
None	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	5.6581	41597.3	0
None	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0.698059	0.301941	0	0.0144327	65.3619	0.000154735
None	0-100%	Multi-Family with 5+ Units	Owner	1960-79	0.702411	0.297589	0	0.0221587	197.845	0.000519401
None	0-100%	Multi-Family with 5+ Units	Owner	1980-99	0.703882	0.296118	0	0.0201204	191.1	0.000407076
None	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0.701812	0.298188	0	0.0114081	96.334	0.000118076
None	0-100%	Multi-Family with 5+ Units	Owner	2010s	0.735277	0.264723	0	0.0114739	85.4791	6.44796e-05
None	0-100%	Multi-Family with 5+ Units	Owner	<1940	0.689926	0.310074	0	0.00999443	68.6588	0.000133287
None	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	7.49797	36447.6	0.00315686
None	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	11.5117	110324	0.00950425
None	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	10.4528	106563	0.00817955
None	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	5.92664	53718.5	0.00327936
None	0-100%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	5.9608	47665.5	0.00183467
None	0-100%	Multi-Family with 5+ Units	Renter	<1940	0.873534	0.126466	0	5.19222	38286	0.00345888
None	0-100%	Single-Family Attached	Not Available	1940-59	0	0	1	2.29914	5744.71	0
None	0-100%	Single-Family Attached	Not Available	1960-79	0	0	1	2.74513	12460.7	0
None	0-100%	Single-Family Attached	Not Available	1980-99	0	0	1	4.20612	18717.4	0
None	0-100%	Single-Family Attached	Not Available	2000-09	0	0	1	2.51445	10232.2	0
None	0-100%	Single-Family Attached	Not Available	2010s	0	0	1	1.48406	5105.71	0
None	0-100%	Single-Family Attached	Not Available	<1940	0	0	1	1.65323	6589.8	0
None	0-100%	Single-Family Attached	Owner	1940-59	0.783766	0.216234	0	0.135845	351.866	0.000325492
None	0-100%	Single-Family Attached	Owner	1960-79	0.690607	0.309393	0	0.162196	763.225	0.000421237
None	0-100%	Single-Family Attached	Owner	1980-99	0.600391	0.399609	0	0.248519	1146.45	0.000578249
None	0-100%	Single-Family Attached	Owner	2000-09	0.455956	0.544044	0	0.148566	626.729	0.000249525
None	0-100%	Single-Family Attached	Owner	2010s	0.30566	0.69434	0	0.0876859	312.727	6.97809e-05
None	0-100%	Single-Family Attached	Owner	<1940	0.815229	0.184771	0	0.0976812	403.629	0.000401673
None	0-100%	Single-Family Attached	Renter	1940-59	0.866462	0.133538	0	1.31708	3253.08	0.000612861
None	0-100%	Single-Family Attached	Renter	1960-79	0.799831	0.200169	0	1.57257	7056.17	0.000761933
None	0-100%	Single-Family Attached	Renter	1980-99	0.728964	0.271036	0	2.40951	10599.2	0.000856211
None	0-100%	Single-Family Attached	Renter	2000-09	0.600044	0.399956	0	1.44042	5794.24	0.000404854
None	0-100%	Single-Family Attached	Renter	2010s	0.440728	0.559272	0	0.850157	2891.23	0.000132221
None	0-100%	Single-Family Attached	Renter	<1940	0.887617	0.112383	0	0.947066	3731.63	0.000709532
None	0-100%	Single-Family Detached	Not Available	1940-59	0	0	1	7.2235	32156.3	0
None	0-100%	Single-Family Detached	Not Available	1960-79	0	0	1	6.76219	44054	0
None	0-100%	Single-Family Detached	Not Available	1980-99	0	0	1	6.61138	45370.8	0
None	0-100%	Single-Family Detached	Not Available	2000-09	0	0	1	3.92557	23341.8	0
None	0-100%	Single-Family Detached	Not Available	2010s	0	0	1	2.29325	12918	0
None	0-100%	Single-Family Detached	Not Available	<1940	0	0	1	4.23607	22973.7	0
None	0-100%	Single-Family Detached	Owner	1940-59	0.632226	0.367774	0	3.33728	14372.8	0.00671227
None	0-100%	Single-Family Detached	Owner	1960-79	0.513258	0.486742	0	3.12415	19690.6	0.00737163
None	0-100%	Single-Family Detached	Owner	1980-99	0.40788	0.59212	0	3.05448	20279.2	0.00526926
None	0-100%	Single-Family Detached	Owner	2000-09	0.357272	0.642728	0	1.81363	10433	0.00245269
None	0-100%	Single-Family Detached	Owner	2010s	0.308562	0.691438	0	1.05949	5773.91	0.000714902
None	0-100%	Single-Family Detached	Owner	<1940	0.652803	0.347197	0	1.95708	10268.4	0.00437997
None	0-100%	Single-Family Detached	Renter	1940-59	0.747919	0.252081	0	0.739691	3532.57	0.00378154
None	0-100%	Single-Family Detached	Renter	1960-79	0.645384	0.354616	0	0.692453	4839.6	0.00421479
None	0-100%	Single-Family Detached	Renter	1980-99	0.54315	0.45685	0	0.67701	4984.25	0.00336337
None	0-100%	Single-Family Detached	Renter	2000-09	0.489637	0.510363	0	0.401982	2564.24	0.00175469
None	0-100%	Single-Family Detached	Renter	2010s	0.435097	0.564903	0	0.23483	1419.12	0.000530345
None	0-100%	Single-Family Detached	Renter	<1940	0.764435	0.235565	0	0.433777	2523.8	0.00251778
None	100-150%	Mobile Home	Not Available	1940-59	0	0	1	0.834055	3507.29	0
None	100-150%	Mobile Home	Not Available	1960-79	0	0	1	6.78006	31139.6	0
None	100-150%	Mobile Home	Not Available	1980-99	0	0	1	11.7037	59609.7	0
None	100-150%	Mobile Home	Not Available	2000-09	0	0	1	4.27789	17861.3	0
None	100-150%	Mobile Home	Not Available	2010s	0	0	1	2.42145	11589.9	0
None	100-150%	Mobile Home	Not Available	<1940	0	0	1	0.26905	1248.04	0
None	100-150%	Mobile Home	Owner	1940-59	0.607544	0.392456	0	0.526755	2267.48	0.000109509
None	100-150%	Mobile Home	Owner	1960-79	0.475866	0.524134	0	4.28201	20131.9	0.00162177
None	100-150%	Mobile Home	Owner	1980-99	0.475218	0.524782	0	7.39156	38538	0.00256053
None	100-150%	Mobile Home	Owner	2000-09	0.550982	0.449018	0	2.70174	11547.4	0.000681938
None	100-150%	Mobile Home	Owner	2010s	0.39182	0.60818	0	1.52929	7492.94	0.000183901
None	100-150%	Mobile Home	Owner	<1940	0.623062	0.376938	0	0.169921	806.863	2.88404e-05
None	100-150%	Mobile Home	Renter	1940-59	0.835483	0.164517	0	0.0350608	134.66	4.66551e-05
None	100-150%	Mobile Home	Renter	1960-79	0.748642	0.251358	0	0.28501	1195.58	0.000679752
None	100-150%	Mobile Home	Renter	1980-99	0.748153	0.251847	0	0.491982	2288.67	0.00131859
None	100-150%	Mobile Home	Renter	2000-09	0.801013	0.198987	0	0.179828	685.772	0.000387026
None	100-150%	Mobile Home	Renter	2010s	0.678814	0.321186	0	0.101789	444.986	0.000105967
None	100-150%	Mobile Home	Renter	<1940	0.844298	0.155702	0	0.0113099	47.9174	1.31245e-05
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	2.9932	8025.14	0
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	2.74692	15143.7	0
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	2.36803	13531.9	0
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.852493	4086.28	0
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.587273	2446.39	0
None	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	2.28279	9581.41	0
None	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.942306	0.0576937	0	0.0312768	115.292	0.000120353
None	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.948286	0.0517141	0	0.0287034	217.56	0.000193636
None	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.951827	0.0481728	0	0.0247443	194.404	0.000149219
None	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.933754	0.0662458	0	0.00890795	58.7049	3.70947e-05
None	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0.93645	0.0635498	0	0.00613659	35.1457	1.24206e-05
None	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.936969	0.0630307	0	0.0238535	137.65	0.000245021
None	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.878569	0.121431	0	2.40476	6216.65	0.00116496
None	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.890386	0.109614	0	2.2069	11731	0.00215466
None	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.897463	0.102537	0	1.9025	10482.5	0.00178722
None	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.861953	0.138047	0	0.684901	3165.42	0.000577515
None	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0.867155	0.132845	0	0.471821	1895.09	0.000232295
None	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0.868161	0.131839	0	1.83401	7422.21	0.00178003
None	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	3.08584	9175.65	0
None	100-150%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	4.73771	27773.9	0
None	100-150%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	4.3019	26827.1	0
None	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	2.43915	13523.6	0
None	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	2.45321	11999.7	0
None	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	2.13689	9638.47	0
None	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0.679542	0.320458	0	0.0125912	41.8004	0.000110007
None	100-150%	Multi-Family with 5+ Units	Owner	1960-79	0.68404	0.31596	0	0.0193313	126.526	0.000386783
None	100-150%	Multi-Family with 5+ Units	Owner	1980-99	0.685561	0.314439	0	0.017553	122.213	0.000302871
None	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0.683421	0.316579	0	0.00995246	61.6077	8.12981e-05
None	100-150%	Multi-Family with 5+ Units	Owner	2010s	0.71812	0.28188	0	0.0100098	54.6658	3.66618e-05
None	100-150%	Multi-Family with 5+ Units	Owner	<1940	0.671146	0.328854	0	0.00871916	43.9088	7.69153e-05
