Dependency=Geometry Wall Type	Dependency=State	Dependency=Vintage ACS	Option=Aluminum, Light	Option=Brick, Light	Option=Brick, Medium/Dark	Option=Fiber-Cement, Light	Option=None	Option=Shingle, Asbestos, Medium	Option=Shingle, Composition, Medium	Option=Stucco, Light	Option=Stucco, Medium/Dark	Option=Vinyl, Light	Option=Wood, Medium/Dark	source_count	source_weight	sampling_probability
Concrete	SC	1980-99	0	0	0.0107047	0	0.849242	0	9.91179e-05	0.0133809	0	0.121122	0.00545148	10089	10089	0.000816994
Steel Frame	SC	1980-99	0.976605	0	0.00471032	0.000471032	0	0.000314021	0	0.000314021	0	0.0089496	0.00863558	6369	6369	0.000879371
Void	SC	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SC	1980-99	0.00922726	0.00117398	0.243815	0.0125517	0	0.000691221	0.00127273	0.0529168	0	0.406339	0.272012	91143	91143	0.00358456
Brick	SC	2000-09	0	0	0	0	0.846625	0	0.000139305	0.00654733	0	0.144181	0.00250749	14357	14357	0.000357326
Concrete	SC	2000-09	0	0	0.00401043	0	0.976138	0	0.000401043	0.00120313	0	0.00962503	0.00862242	4987	4987	0.000355028
Steel Frame	SC	2000-09	0.955902	0	0.0122117	0	0	0.000678426	0	0.00678426	0	0.0149254	0.00949796	1474	1474	0.000174134
Void	SC	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SC	2000-09	0.00108041	0.000324123	0.246793	0.0131405	0	0.000175567	0.00284958	0.0343165	0	0.613916	0.0874051	74046	74046	0.0022445
Brick	SC	2010s	0	0	0	0	0.536277	0	0.00037207	0.000620117	0	0.461615	0.00111621	8063	8063	0.000205152
Concrete	SC	2010s	0	0	0.00684932	0	0.956164	0	0.00273973	0.00547945	0	0.0178082	0.0109589	730	730	2.91617e-05
Steel Frame	SC	2010s	0.959091	0	0.0181818	0	0	0	0	0	0	0.0159091	0.00681818	440	440	6.26474e-05
Void	SC	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SC	2010s	0.00171538	0.00013454	0.293196	0.0091487	0	0.000168175	0.0260334	0.00618883	0	0.582826	0.0805893	29731	29731	0.00101895
Brick	SC	<1940	0.000652742	0	0	0	0.914491	0.000652742	0	0.0359008	0	0.0385117	0.00979112	1532	1532	4.89908e-05
Concrete	SC	<1940	0.00211864	0	0.118644	0.00211864	0.706568	0	0.00105932	0.00741525	0	0.158898	0.00317797	944	944	1.60168e-05
Steel Frame	SC	<1940	0.937639	0	0.0111359	0	0	0.00445434	0	0	0	0.0200445	0.0267261	449	449	1.46426e-05
Void	SC	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SC	<1940	0.00173093	0.00066291	0.182595	0.099989	0	0.0652598	0.00044194	0.00659227	0	0.31735	0.325378	27153	27153	0.00060198
Brick	SD	1940-59	0	0	0	0	1	0	0	0	0	0	0	30	30	4.42943e-06
Concrete	SD	1940-59	0.00625	0	0.09375	0	0.4125	0.00625	0.01875	0.34375	0	0.08125	0.0375	160	160	9.0016e-06
Steel Frame	SD	1940-59	0.12	0	0	0	0	0	0	0	0	0.48	0.4	25	25	3.35292e-06
Void	SD	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	1940-59	0.0972723	0	0.0150094	0.000288642	0	0.0226584	0.118776	0.127868	0	0.338433	0.279694	6929	6929	0.000354433
Brick	SD	1960-79	0	0	0	0	1	0	0	0	0	0	0	26	26	1.05603e-06
Concrete	SD	1960-79	0	0	0.1875	0	0.4375	0.0208333	0.0416667	0.0625	0	0.145833	0.104167	48	48	5.00425e-06
Steel Frame	SD	1960-79	0.0285714	0	0.0285714	0	0	0	0.0142857	0.0142857	0	0.628571	0.285714	70	70	2.95045e-05
Void	SD	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	1960-79	0.0793062	0	0.0447504	0	0	0.000529591	0.452271	0.0244936	0	0.223885	0.174765	7553	7553	0.00064138
Brick	SD	1980-99	0	0	0	0	0.971429	0	0	0	0	0	0.0285714	35	35	1.82346e-06
Concrete	SD	1980-99	0.0333333	0	0.0666667	0	0.433333	0	0.1	0	0	0.2	0.166667	30	30	3.52238e-06
Steel Frame	SD	1980-99	0	0	0	0	0	0	0	0.0222222	0	0.9	0.0777778	90	90	3.57842e-05
Void	SD	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	1980-99	0.0443232	0	0.0177293	0.000681896	0	0	0.619673	0.0143198	0	0.185135	0.118138	5866	5866	0.000610683
Brick	SD	2000-09	0	0	0	0	1	0	0	0	0	0	0	17	17	5.25734e-07
Concrete	SD	2000-09	0.05	0	0.05	0	0.55	0	0	0.05	0	0.15	0.15	20	20	6.1442e-07
Steel Frame	SD	2000-09	0.0227273	0	0.818182	0	0	0	0	0	0	0.159091	0	44	44	1.04319e-05
Void	SD	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	2000-09	0.00967049	0	0.0186246	0	0	0	0.621777	0.00752149	0	0.308739	0.0336676	2792	2792	0.000389604
Brick	SD	2010s	0.00691824	0	0	0.00125786	0.933962	0	0.00440252	0.00503145	0	0.0301887	0.018239	1590	1590	4.30823e-06
Concrete	SD	2010s	0.00282805	0.00113122	0.0565611	0	0.480769	0	0.00226244	0.00226244	0	0.426471	0.0277149	1768	1768	3.44469e-07
Steel Frame	SD	2010s	0.688	0	0.032	0	0	0	0	0.008	0	0.2	0.072	125	125	3.66875e-06
Void	SD	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	2010s	0.0107991	0	0.0215983	0	0	0	0.693305	0.0151188	0	0.196544	0.062635	463	463	0.00021274
Brick	SD	<1940	0	0	0	0	0.833333	0	0	0	0	0.125	0.0416667	24	24	1.52581e-06
Concrete	SD	<1940	0.00578035	0	0.0982659	0	0.427746	0	0.00578035	0.138728	0	0.150289	0.17341	173	173	2.97879e-05
Steel Frame	SD	<1940	0	0	0.00819672	0	0	0.0245902	0	0.0245902	0	0.483607	0.459016	122	122	1.17557e-05
Void	SD	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	SD	<1940	0.0524676	0	0.00897308	0.000373878	0	0.0636839	0.127119	0.0903539	0	0.307827	0.349202	8024	8024	0.000456203
Brick	TN	1940-59	0	0	0	0	0.960784	0	0	0	0	0.0392157	0	102	102	3.40624e-05
Concrete	TN	1940-59	0	0	0.00961538	0	0.980769	0	0	0	0	0.00961538	0	104	104	1.13408e-05
Steel Frame	TN	1940-59	1	0	0	0	0	0	0	0	0	0	0	739	739	6.53693e-05
Void	TN	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	1940-59	0.00132879	0	0.292709	0.000511073	0	0.000204429	0.00102215	0.00960818	0	0.0892675	0.605349	29350	29350	0.00281258
Brick	TN	1960-79	0	0	0	0	0.984314	0	0	0	0	0.0156863	0	255	255	9.01596e-05
Concrete	TN	1960-79	0	0	0.0288462	0	0.961538	0	0	0	0	0.00961538	0	104	104	0.000104453
Steel Frame	TN	1960-79	1	0	0	0	0	0	0	0	0	0	0	682	682	0.000128344
Void	TN	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	1960-79	0.000855414	0	0.512243	0.000149697	0	2.13853e-05	0.00136866	0.00267317	0	0.0443532	0.438335	46761	46761	0.00522743
Brick	TN	1980-99	0.0011534	0	0	0	0.988466	0	0	0	0	0.0103806	0	867	867	0.000210347
Concrete	TN	1980-99	0	0	0.0223048	0	0.371747	0	0	0	0	0.605948	0	269	269	0.00037161
Steel Frame	TN	1980-99	0.997895	0	0	0	0	0	0	0	0	0.00210526	0	475	475	7.92957e-05
Void	TN	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	1980-99	0.000642008	0	0.468876	0	0	0	0.000550293	0.0189458	0	0.214156	0.296831	76323	76323	0.00623506
Brick	TN	2000-09	0.000906618	0	0	0	0.964642	0	0	0	0	0.0344515	0	1103	1103	9.74877e-05
Concrete	TN	2000-09	0	0	0.0538462	0	0.384615	0	0	0.00769231	0	0.553846	0	130	130	7.36198e-05
Steel Frame	TN	2000-09	1	0	0	0	0	0	0	0	0	0	0	262	262	2.64018e-05
Void	TN	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	2000-09	0.000285959	0	0.494081	1.9064e-05	0	0	0.000228768	0.00358402	0	0.253627	0.248175	52455	52455	0.00330501
Brick	TN	2010s	0.00175439	0	0	0	0.998246	0	0	0	0	0	0	570	570	2.2045e-05
Concrete	TN	2010s	0	0	0	0	0.772727	0	0	0	0	0.227273	0	44	44	1.76841e-05
Steel Frame	TN	2010s	1	0	0	0	0	0	0	0	0	0	0	124	124	2.37536e-05
Void	TN	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	2010s	0.000415397	0	0.652174	0.000138466	0	0	0.0060925	0.00304625	0	0.268001	0.0701329	14444	14444	0.00136029
Brick	TN	<1940	0	0	0	0	0.939394	0	0	0	0	0.0606061	0	33	33	8.04075e-06
Concrete	TN	<1940	0	0	0.0363636	0	0.945455	0	0	0	0	0.0181818	0	55	55	4.10993e-06
Steel Frame	TN	<1940	1	0	0	0	0	0	0	0	0	0	0	287	287	2.68838e-05
Void	TN	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TN	<1940	0.000578592	0	0.180392	0.000707168	0	0.000128576	0.00231437	0.0162649	0	0.0973963	0.702218	15555	15555	0.00123477
Brick	TX	1940-59	0.000183385	0	0	0.0153432	0.965511	0.00275078	2.44514e-05	0.00367993	0	0.0121646	0.000342319	81795	81795	0.00227306
Concrete	TX	1940-59	0.00111857	0	0.167785	0	0.677852	0.00111857	0	0.119687	0.00111857	0.0100671	0.0212528	894	894	5.36433e-05
Steel Frame	TX	1940-59	0.00130247	0	0.000855909	0.000781483	0	0.00096755	0	0.00364692	0	0.99226	0.000186067	26872	26872	0.000739742
Void	TX	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	1940-59	0.0801113	0.0121992	0.59114	0.00316017	0	0.0779531	0.00317418	0.0130821	7.00702e-06	0.0970542	0.122118	142714	142714	0.00593127
Brick	TX	1960-79	5.2115e-06	0	0	0.000700946	0.996521	0.000218883	0	0.00112308	0	0.00106315	0.00036741	383767	383767	0.010482
Concrete	TX	1960-79	0.0194805	0	0.253247	0	0.435065	0.00649351	0	0.227273	0	0	0.0584416	154	154	1.20813e-05
Steel Frame	TX	1960-79	0.00703794	0	0.0403917	0.000407997	0	0.00132599	0	0.00244798	0	0.947572	0.000815993	9804	9804	0.00185357
Void	TX	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	1960-79	0.00472967	0.0250895	0.864921	0.00029292	0	0.00341739	0.00115996	0.0101038	0	0.0571974	0.0330882	256043	256043	0.0069025
Brick	TX	1980-99	2.55619e-06	0	0	1.78933e-05	0.997837	5.11238e-06	1.02248e-05	0.0014877	0	0.000462671	0.000176377	391207	391207	0.0127464
Concrete	TX	1980-99	0.0285714	0	0.411429	0	0.331429	0	0	0.177143	0	0.0171429	0.0342857	175	175	1.55361e-05
Steel Frame	TX	1980-99	0.00731861	0	0.00548896	0	0	0.000315457	0	0.00138801	0	0.984416	0.00107256	15850	15850	0.00300712
Void	TX	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	1980-99	0.00162637	0.0264187	0.895253	9.56687e-05	0	0.000262203	0.00155196	0.012855	3.54328e-06	0.0347419	0.0271912	282224	282224	0.00888962
Brick	TX	2000-09	4.89609e-05	0	0	2.25973e-05	0.986555	3.76622e-06	3.76622e-06	0.0131705	0	0.000112987	8.28569e-05	265518	265518	0.00743322
Concrete	TX	2000-09	0.00497512	0	0.721393	0	0.164179	0	0	0.0945274	0	0	0.0149254	201	201	3.29973e-05
Steel Frame	TX	2000-09	0.013836	0	0.00899343	0	0	0	0	0.0281909	0	0.948807	0.000172951	5782	5782	0.00145011
Void	TX	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	2000-09	0.00146576	0.00530722	0.916865	6.8861e-05	0	0.00039841	0.000806658	0.0292168	0	0.029866	0.0160053	203308	203308	0.00591427
Brick	TX	2010s	0	0	0	0.000130949	0.931987	0	1.0073e-05	0.0667439	0	0.0008965	0.00023168	99275	99275	0.00334583
Concrete	TX	2010s	0.00719424	0	0.582734	0	0.273381	0	0	0.0791367	0	0.0143885	0.0431655	139	139	5.61085e-05
Steel Frame	TX	2010s	0.0058319	0	0.0178388	0	0	0.000343053	0	0.0572899	0	0.918353	0.000343053	2915	2915	0.000661298
Void	TX	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	2010s	0.00145552	0.00667111	0.827996	8.0862e-05	0	0.000667111	0.00105121	0.0651242	0	0.0595043	0.0374492	98934	98934	0.00375822
Brick	TX	<1940	0.000370073	0	0	0.000678468	0.980078	0.00222044	0	0.0110405	0	0.00425584	0.00135694	16213	16213	0.000577231
Concrete	TX	<1940	0	0	0.30303	0	0.402597	0	0	0.251082	0	0.012987	0.030303	231	231	1.36662e-05
Steel Frame	TX	<1940	0.00515597	0	0.00541377	0.000773395	0	0.00283578	0	0.00592936	0	0.979892	0	3879	3879	0.000155081
Void	TX	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	TX	<1940	0.0485491	0.00538464	0.412056	0.00104782	0	0.149256	0.00780045	0.0250022	0	0.0960503	0.254853	34357	34357	0.0020768
Brick	UT	1940-59	0.000278098	0	0	0.000119185	0.906798	0.00246315	0	0.0551826	0.00472766	0.00595924	0.0244726	25171	25171	5.64579e-06
Concrete	UT	1940-59	0	0	0.267943	0	0.550239	0.00478469	0	0.0813397	0	0.0239234	0.0717703	209	209	7.25926e-07
Steel Frame	UT	1940-59	0.162602	0	0.00813008	0	0	0	0	0	0	0.804878	0.0243902	246	246	6.24044e-06
Void	UT	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	1940-59	0.00277874	0	0.683108	0.000231562	0	0	0.000115781	0.0171356	0	0.268496	0.0281348	8637	8637	0.000783542
Brick	UT	1960-79	8.84392e-05	0	0	0.000106127	0.956753	0.000212254	0	0.00875548	0.000707514	0.00139734	0.0319796	56536	56536	1.38741e-05
Concrete	UT	1960-79	0	0	0.233696	0	0.679348	0	0	0.0217391	0	0.0217391	0.0434783	184	184	0
Steel Frame	UT	1960-79	0.463642	0	0.00668994	0	0	0	0.0008726	0.00378127	0	0.467714	0.0573008	3438	3438	2.5116e-05
Void	UT	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	1960-79	0.00311526	0	0.561163	5.19211e-05	0	0	0	0.0347871	0	0.397248	0.00363448	19260	19260	0.00175881
Brick	UT	1980-99	0	0	0	0	0.25	0	0	0	0	0.583333	0.166667	12	12	7.41703e-07
Concrete	UT	1980-99	0	0	0.0638298	0	0.829787	0	0	0.0478723	0	0.0425532	0.0159574	188	188	0
Steel Frame	UT	1980-99	0.106192	0	0.00329046	0	0	0	0.000598265	0.00628178	0	0.25875	0.624888	3343	3343	4.22788e-05
Void	UT	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	1980-99	0.000853559	0	0.183404	3.71113e-05	0	0	0	0.168856	0	0.643546	0.0033029	26946	26946	0.00225659
Brick	UT	2000-09	0.00030525	0	0	0.000457875	0.910409	0.000152625	0.000152625	0.034188	0.001221	0.00931013	0.0438034	6552	6552	9.17693e-06
Concrete	UT	2000-09	0.00200803	0	0.829317	0	0.0923695	0	0.0140562	0.0441767	0	0.00401606	0.0140562	498	498	0
Steel Frame	UT	2000-09	0.0401606	0	0.0110442	0	0	0	0	0.0281124	0.00100402	0.468876	0.450803	996	996	2.17564e-05
Void	UT	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	2000-09	0.000366804	0	0.0751949	0	0	0	0.000137552	0.512838	0	0.409583	0.00187987	21810	21810	0.00148772
Brick	UT	2010s	0.000839631	0	0	0.000839631	0.741394	0.000839631	0	0.0898405	0.000839631	0.0629723	0.102435	1191	1191	4.48369e-06
Concrete	UT	2010s	0.0367647	0	0.125	0	0.441176	0	0	0.0735294	0	0.0294118	0.294118	136	136	3.27566e-06
Steel Frame	UT	2010s	0.135714	0	0.0428571	0	0	0	0.00714286	0.0214286	0	0.535714	0.257143	140	140	2.08752e-05
Void	UT	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	2010s	0	0	0.0644444	0	0	0	0.000740741	0.754074	0	0.119259	0.0614815	1350	1350	0.000693327
Brick	UT	<1940	0.00349329	0	0	0.000551572	0.771373	0.00358522	0	0.104983	0.0396213	0.0178342	0.0585586	10878	10878	8.45923e-06
Concrete	UT	<1940	0	0	0.0875	0	0.70625	0	0.003125	0.10625	0	0.03125	0.065625	320	320	2.16104e-07
Steel Frame	UT	<1940	0.0123457	0	0.111111	0	0	0	0	0.00411523	0	0.860082	0.0123457	243	243	6.087e-06
Void	UT	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	UT	<1940	0.0210053	0	0.408852	0	0	0	0.000750188	0.105026	0	0.426857	0.0375094	1333	1333	0.000538174
Brick	VA	1940-59	0.0041878	0	0	0	0.94603	0.000678306	8.84747e-05	0.0127698	0	0.0297865	0.00645865	33908	33908	0.000727844
Concrete	VA	1940-59	0.00536472	0	0.654976	0	0.105613	0.00768676	8.00705e-05	0.0742253	0	0.128033	0.0240211	12489	12489	0.000221571
Steel Frame	VA	1940-59	0.110429	0	0.153374	0	0	0.0674847	0	0.0429448	0	0.595092	0.0306748	163	163	5.07603e-05
Void	VA	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	1940-59	0.00211098	0	0.377992	0.00153165	0	0.052211	0.00192845	0.0140626	0	0.464304	0.0858596	126008	126008	0.00243416
Brick	VA	1960-79	0.0210272	0	0	0	0.873099	0.000127129	2.54259e-05	0.0160946	0	0.0651411	0.0244851	39330	39330	0.000940909
Concrete	VA	1960-79	0.0492227	0	0.682355	1.96028e-05	0.0313646	0.000705702	1.96028e-05	0.0217788	0	0.122302	0.0922314	51013	51013	0.0010919
Steel Frame	VA	1960-79	0.0139186	0	0.733405	0	0	0.00214133	0	0.00107066	0	0.219486	0.0299786	934	934	0.000249304
Void	VA	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	1960-79	0.032594	0	0.443082	0.000496776	0	0.0156898	0.00140293	0.008137	0	0.334781	0.163816	217402	217402	0.00453822
Brick	VA	1980-99	0.00192123	0	0	0	0.960014	0.000240154	0	0.006244	0	0.0222142	0.00936599	8328	8328	0.000289097
Concrete	VA	1980-99	0.0807049	0	0.422923	0	0.117429	0	0.000148082	0.0182141	0	0.259588	0.100992	6753	6753	0.000242388
Steel Frame	VA	1980-99	0.0115523	0	0.420939	0	0	0	0.000722022	0.0794224	0	0.443321	0.0440433	2770	2770	0.000286343
Void	VA	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	1980-99	0.0725348	0	0.162458	4.23155e-05	0	0.00123622	0.00223365	0.0102162	3.02254e-06	0.584834	0.166442	330848	330848	0.00748816
Brick	VA	2000-09	0.00117592	0	0	0	0.902164	0	0	0.0155221	0	0.0740828	0.0070555	4252	4252	0.0002254
Concrete	VA	2000-09	0.00246914	0	0.37037	0	0.204938	0	0	0.0304527	0	0.301235	0.090535	1215	1215	5.62192e-05
Steel Frame	VA	2000-09	0.21147	0	0.0776583	0	0	0	0.00119474	0	0	0.703704	0.00597372	837	837	0.000105213
Void	VA	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	2000-09	0.0301977	0	0.178097	0.000133323	0	0.00426633	0.00568845	0.00727721	0	0.733698	0.0406413	90007	90007	0.00347124
Brick	VA	2010s	0.00120337	0	0	0	0.912555	0	0.000401123	0.016446	0	0.0601685	0.00922583	2493	2493	0.000146768
Concrete	VA	2010s	0.00229885	0	0.165517	0	0.536782	0.00114943	0	0.0482759	0	0.166667	0.0793103	870	870	2.00348e-05
Steel Frame	VA	2010s	0.0547945	0	0.0136986	0	0	0	0	0.00684932	0	0.917808	0.00684932	146	146	4.94496e-05
Void	VA	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	2010s	0.000773477	0	0.100798	0.000457054	0	0.00228527	0.00639876	0.00414865	0	0.825933	0.0592061	28443	28443	0.00128765
Brick	VA	<1940	0.000691005	0	0	0	0.962571	0.00046067	0.000115168	0.024761	0	0.00794656	0.00345503	8683	8683	0.000162723
Concrete	VA	<1940	0.0027416	0	0.313228	0	0.312543	0.0157642	0.000685401	0.150103	0	0.165182	0.0397533	1459	1459	2.9567e-05
Steel Frame	VA	<1940	0.135802	0	0.388889	0	0	0.00617284	0	0	0	0.37037	0.0987654	162	162	3.52786e-05
Void	VA	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VA	<1940	0.000817206	0	0.215233	0.00541251	0	0.0436317	0.00869318	0.0543265	0	0.47263	0.199256	84434	84434	0.00171285
Brick	VT	1940-59	0	0	0	0.000132644	0.18464	0.0122032	0	0.00689747	0	0.525003	0.271123	7539	7539	9.17778e-08
Concrete	VT	1940-59	7.2015e-05	0	0.0663078	0.000360075	0.0380779	0.0101361	0	0.00381679	7.2015e-05	0.522487	0.358671	55544	55544	6.91051e-07
Steel Frame	VT	1940-59	0.0118443	0	0.0846024	0	0	0.0186125	0	0.0135364	0	0.509306	0.362098	1182	1182	2.12079e-06
Void	VT	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	1940-59	0.00135593	0	0.0362712	0.00169492	0	0.0132203	0	0	0	0.588136	0.359322	2950	2950	0.000233726
Brick	VT	1960-79	0.000676895	0	0	0.000225632	0.402301	0.00248195	0	0.00518953	0	0.30731	0.281814	4432	4432	1.20694e-07
Concrete	VT	1960-79	0.000282389	0	0.077449	0.000148626	0.0543822	0.00270499	0	0.00264554	0.000208076	0.389058	0.473121	67283	67283	1.20694e-07
Steel Frame	VT	1960-79	0.0456714	0	0.582481	0	0	0.00170416	0	0.00408998	0	0.215065	0.150988	2934	2934	4.6759e-06
Void	VT	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	1960-79	0.000557103	0	0.0537604	0.000278552	0	0.00194986	0	0	0	0.487465	0.455989	3590	3590	0.000595534
Brick	VT	1980-99	0	0	0	0	0.259569	0	0	0.00438596	0	0.333732	0.402313	2508	2508	0
Concrete	VT	1980-99	0.000193103	0	0.0400367	8.04596e-05	0.0408735	0.000514941	0	0.00349195	0.000112643	0.383245	0.531452	62143	62143	0
Steel Frame	VT	1980-99	0.0386983	0	0.454705	0	0	0	0	0.0518909	0	0.208883	0.245822	2274	2274	5.797e-06
Void	VT	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	1980-99	0.000343761	0	0.0288759	0	0	0	0	0	0	0.547955	0.422826	2909	2909	0.000636255
Brick	VT	2000-09	0.000839631	0	0	0	0.193955	0.00167926	0	0.00419815	0.00419815	0.455919	0.339211	1191	1191	4.41312e-07
Concrete	VT	2000-09	0.000296758	0	0.0151347	0.000111284	0.041101	0.000519326	0	0.00689962	0.000222568	0.631946	0.303769	26958	26958	5.03547e-06
Steel Frame	VT	2000-09	0.00969828	0	0.599138	0	0	0	0	0.0274784	0.000538793	0.272091	0.091056	1856	1856	1.4734e-06
Void	VT	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	2000-09	0.00131926	0	0.0435356	0	0	0	0	0	0	0.728232	0.226913	758	758	0.000260246
Brick	VT	2010s	0.00284091	0	0	0.00284091	0.238636	0.00284091	0	0.00568182	0	0.431818	0.315341	352	352	1.75345e-07
Concrete	VT	2010s	0.000748503	0	0.010479	0.000187126	0.0450973	0.000748503	0	0.0241392	0.000561377	0.542665	0.375374	5344	5344	7.1015e-07
